Cohort,FamilyID,ID,class,logGAV
201604,B3_001,201602_141_001_G6_G,Offspring,3.17
201604,B3_001,201602_141_001_H6_G,Offspring,3.14
201604,B3_004,201602_141_001_E10_G,Offspring,1.00E-05
201604,B3_005,201602_141_001_C7_G,Offspring,1.00E-05
201604,B3_005,201602_141_001_D12_G,Offspring,1.00E-05
201604,B3_005,201602_141_001_E5_G,Offspring,1.00E-05
201604,B3_007,201602_141_001_B12_G,Offspring,3.15
201604,B3_007,201602_141_001_H11_G,Offspring,1.00E-05
201604,B3_007,201602_141_001_H8_G,Offspring,1.00E-05
201604,B3_009,201602_141_001_A5_G,Offspring,1.00E-05
201604,B3_009,201602_141_001_B4_G,Offspring,1.00E-05
201604,B3_009,201602_141_001_E12_G,Offspring,1.00E-05
201604,B3_009,201602_141_001_G3_G,Offspring,3.16
201604,B3_001,201602_142_005_B1_G,Offspring,1.00E-05
201604,B3_001,201602_142_005_D5_G,Offspring,1.00E-05
201604,B3_001,201602_142_005_G10_G,Offspring,1.00E-05
201604,B3_001,201602_142_005_H1_G,Offspring,1.00E-05
201604,B3_005,201602_142_005_D4_G,Offspring,1.00E-05
201604,B3_005,201602_142_005_E6_G,Offspring,1.00E-05
201604,B3_005,201602_142_005_F10_G,Offspring,1.00E-05
201604,B3_008,201602_142_005_E1_G,Offspring,1.00E-05
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_001_C11_G,Offspring,1.93
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_001_G10_G,Offspring,2.02
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_001_G9_G,Offspring,4.18
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_002_A3_G,Offspring,5.53
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_002_E5_G,Offspring,3.11
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_002_H11_G,Offspring,2.41
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_003_B5_G,Offspring,3.53
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_003_E6_G,Offspring,1.78
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_003_F12_G,Offspring,2.93
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_004_A7_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_149_005_F2_G,Offspring,2.31
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_001_A3_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_001_B2_G,Offspring,1.07
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_001_D9_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_001_F1_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_002_A5_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_002_B8_G,Offspring,2.17
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_002_D1_G,Offspring,2.05
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_002_E11_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_002_F9_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_002_G5_G,Offspring,3.09
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_003_D11_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_003_F10_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_004_B2_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_004_D9_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_005_A1_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_149_005_E12_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_001_D11_G,Offspring,1.95
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_001_G11_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_002_C5_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_003_A8_G,Offspring,1.72
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_003_E9_G,Offspring,1.53
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_004_A1_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_004_A9_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_004_B9_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_004_H11_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_005_H10_G,Offspring,1.86
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_149_005_H11_G,Offspring,1.72
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_A7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_B11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_B6_G,Offspring,2.52
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_C3_G,Offspring,1.65
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_C4_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_C7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_C9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_D7_G,Offspring,1.4
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_F6_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_001_G1_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_A2_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_A4_G,Offspring,2.06
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_A6_G,Offspring,4.42
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_A7_G,Offspring,6.53
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_B2_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_B4_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_B5_G,Offspring,2.81
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_D12_G,Offspring,2.09
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_D4_G,Offspring,3.49
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_D8_G,Offspring,2.27
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_E12_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_E6_G,Offspring,5.06
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_F8_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_G3_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_G8_G,Offspring,2.37
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_H10_G,Offspring,3.58
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_H5_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_002_H7_G,Offspring,4.64
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_A11_G,Offspring,1.34
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_A9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_B11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_B6_G,Offspring,4.31
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_C10_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_C5_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_C9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_D10_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_D2_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_E10_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_E4_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_E8_G,Offspring,1.28
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_F1_G,Offspring,1.17
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_F4_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_F7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_F9_G,Offspring,2.64
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_G1_G,Offspring,2.18
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_G10_G,Offspring,3.54
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_G11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_G4_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_G7_G,Offspring,2.43
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_G9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_H5_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_003_H6_G,Offspring,1.94
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_004_B4_G,Offspring,2.62
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_004_E4_G,Offspring,5.62
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_004_F3_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_004_G11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_004_G6_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_004_H5_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_004_H9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_B11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_B9_G,Offspring,1.64
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_C9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_F1_G,Offspring,4.62
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_F10_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_F11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_G1_G,Offspring,1.53
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_G2_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_149_005_H3_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_001_A1_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_001_F5_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_001_F7_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_001_G7_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_001_H1_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_002_A1_G,Offspring,2.57
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_002_A12_G,Offspring,2.21
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_002_F5_G,Offspring,5.63
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_002_G10_G,Offspring,3.72
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_003_C1_G,Offspring,1.15
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_003_D5_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_004_B5_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_004_C4_G,Offspring,2.24
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_004_D8_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_004_E8_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_004_F10_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_004_F11_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_004_G4_G,Offspring,4.05
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_C12_G,Offspring,3.76
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_C8_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_D12_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_D7_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_E4_G,Offspring,5.28
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_F3_G,Offspring,0
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_H8_G,Offspring,2.83
201604,G1T1701_BR_139_MP__G1T1701_BR_042_P,G1T1701_149_005_H9_G,Offspring,2.83
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_001_B10_G,Offspring,1.2
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_001_C10_G,Offspring,1.99
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_001_D5_G,Offspring,1.45
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_002_F10_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_002_H1_G,Offspring,5.78
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_003_F6_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_003_G3_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_003_H11_G,Offspring,3.84
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_004_C11_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_004_D12_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_004_D6_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_004_E2_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_004_F12_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_004_G3_G,Offspring,4.35
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_005_D3_G,Offspring,4.36
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_005_E1_G,Offspring,4.12
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_005_F8_G,Offspring,0
201604,G1T1701_BR_360_MP__G1T1701_BR_318_MP,G1T1701_149_005_G3_G,Offspring,4.36
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_001_A4_G,Offspring,4.02
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_001_A7_G,Offspring,1.44
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_001_E5_G,Offspring,1.7
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_001_E9_G,Offspring,3.08
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_001_F11_G,Offspring,4.73
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_001_F4_G,Offspring,1.7
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_001_G6_G,Offspring,4.15
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_002_D10_G,Offspring,2.13
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_002_E2_G,Offspring,2.62
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_002_F5_G,Offspring,2.08
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_003_A1_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_003_B2_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_003_C7_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_003_E6_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_003_F8_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_004_B2_G,Offspring,6.69
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_004_C5_G,Offspring,5.04
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_004_F12_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_004_F3_G,Offspring,5.01
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_005_B2_G,Offspring,4.28
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_005_F6_G,Offspring,0
201604,G1T1701_BR_048_P__G1T1701_BR_001_P,G1T1701_150_005_H5_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_002_B5_G,Offspring,2.5
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_002_E8_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_003_C3_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_003_E3_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_004_A5_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_004_B3_G,Offspring,4.8
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_004_C1_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_004_D2_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_004_G8_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_004_H2_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_005_A11_G,Offspring,0
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_005_A3_G,Offspring,6.04
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_005_C7_G,Offspring,1.49
201604,G1T1701_BR_053_GP__G1T1701_BR_006_P,G1T1701_150_005_E3_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_001_A12_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_001_B5_G,Offspring,3.04
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_001_C8_G,Offspring,1.09
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_001_D3_G,Offspring,3.62
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_001_E8_G,Offspring,1.5
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_001_G7_G,Offspring,3.47
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_002_A5_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_002_B6_G,Offspring,2.13
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_002_C1_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_002_F11_G,Offspring,2.12
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_002_F9_G,Offspring,3.24
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_003_E11_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_003_H5_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_004_A12_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_004_C9_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_005_A12_G,Offspring,2.54
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_005_F11_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_005_F2_G,Offspring,0
201604,G1T1701_BR_067_GP__G1T1701_BR_037_P,G1T1701_150_005_G5_G,Offspring,1.92
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_A8_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_C3_G,Offspring,1.57
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_C6_G,Offspring,1.79
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_D10_G,Offspring,1.57
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_D2_G,Offspring,1.33
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_D8_G,Offspring,1.07
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_E3_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_G11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_G2_G,Offspring,1.14
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_001_H6_G,Offspring,4.17
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A10_G,Offspring,2.45
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A11_G,Offspring,1.88
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A7_G,Offspring,4.27
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_A9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_B12_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_C10_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_C12_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_C5_G,Offspring,3.93
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_D8_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_F6_G,Offspring,3.98
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_F7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_002_G7_G,Offspring,2.2
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_A7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_B8_G,Offspring,2.92
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_B9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_C12_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D11_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D12_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D3_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_D7_G,Offspring,3.64
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_E10_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_E5_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_F6_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_F7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_G11_G,Offspring,2.86
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_G8_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_G9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_H1_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_003_H6_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_B4_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_B5_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_D12_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_D7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_D8_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_E9_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_F7_G,Offspring,0
201604,G1T1701_BR_131_M__G1T1701_BR_262_MP,G1T1701_150_004_G11_G,Offspring,0
