Cohort,Code,Age,Class,Animal ID,OffspringlgGAV,FamID,,Family ID,IntFamID,offspring count,pond count,larval count,Father ld,Mother ld,Mean Parent Load,Offspringmeanld,Maxld,Minld,Family ID
201602,D1,larval,Offspring,D1_Plate1_A9G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_B10G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_B1G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_B3G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_B4G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_B5G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_C2G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_D10G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_D12G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_D3G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_E1G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_E3G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_F4G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_G4G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_H11G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_H1G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_H3G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_Plate1_H8G,NA,B3_013,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL086,NA,B3_013,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_A7G,NA,B3_013,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_B8G,NA,B3_013,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_F9G,NA,B3_013,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_H10G,NA,B3_013,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_H8G,NA,B3_013,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_B10G,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL032,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL044,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL058,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL064,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL067,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL076,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL087,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_A6G,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_D5G,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_E3G,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_E5G,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_E7G,NA,B3_013,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_F6G,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL011,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL013,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL014,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL016,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL024,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL029,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL035,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL040,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL046,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL050,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL052,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL055,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL059,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL077,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL079,NA,B3_013,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL082,NA,B3_013,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_D9G,NA,B3_014,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G1G,NA,B3_014,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_H2G,NA,B3_014,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_H5G,NA,B3_014,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H5G,NA,B3_014,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_E6G,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL004,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL013,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL042,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL046,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL050,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL084,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_C5G,NA,B3_014,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_H3G,NA,B3_014,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E12G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_G6G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_H11G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D9G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G5G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F12G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B3G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B6G,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_G10G,NA,B3_015,,,,,,,,,,,,,
201602,142,pond,Offspring,142_018,NA,B3_015,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_E11G,NA,B3_015,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C7G,NA,B3_015,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_D7G,NA,B3_015,,,,,,,,,,,,,
201602,142,pond,Offspring,142_071,NA,B3_015,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_D10G,NA,B3_015,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D1G,NA,B3_015,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_H1G,NA,B3_015,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL029,NA,B3_015,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_A2G,NA,B3_015,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_E1G,NA,B3_015,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_D10G,NA,B3_015,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F2G,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL015,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL022,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL028,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL043,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4.PL094,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_A12G,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_B10G,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_C8G,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_D2G,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_D6G,NA,B3_015,,,,,,,,,,,,,
201602,D4,larval,Offspring,D4_Plate4_H2G,NA,B3_015,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL007,NA,B3_015,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL010,NA,B3_015,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1.PL042,NA,B3_015,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A9G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E3G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_E5G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_F1G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_C8G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F1G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F8G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_G3G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_G10G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_G5G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H1G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_A6G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C3G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D12G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_D3G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E6G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_G2G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_G8G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_016,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_042,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B8G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_C11G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_C4G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D10G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D2G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_061,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_068,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_A5G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C12G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_E9G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_H3G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_078,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_A11G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C1G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_G2G,NA,B3_016,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_G5G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_A12G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_A7G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_A8G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_B11G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_B7G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D10G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_D8G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E12G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E7G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E8G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_G10G,NA,B3_016,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_H10G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL006,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL008,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL012,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL028,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL031,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL032,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL038,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL052,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL057,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL063,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL068,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL070,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A10G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A12G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A2G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_A5G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B10G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_C12G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_C8G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D4G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D5G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E1G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E6G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F3G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F6G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F7G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_G8G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_G9G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_H5G,NA,B3_016,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_H9G,NA,B3_016,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A8G,NA,B3_017,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_B2G,NA,B3_017,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_B4G,NA,B3_017,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E10G,NA,B3_017,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_A11G,NA,B3_017,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B12G,NA,B3_017,,,,,,,,,,,,,
201602,142,pond,Offspring,142_019,NA,B3_017,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_F10G,NA,B3_017,,,,,,,,,,,,,
201602,142,pond,Offspring,142_062,NA,B3_017,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_F4G,NA,B3_017,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_C2G,NA,B3_017,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_E11G,NA,B3_017,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_G11G,NA,B3_017,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_H11G,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL001,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL025,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL056,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL069,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL075,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL092,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B9G,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_E8G,NA,B3_017,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F2G,NA,B3_017,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A4G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_F9G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_A8G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E12G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E8G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F10G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_F2G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_D8G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E2G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_F6G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_G3G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_035,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_048,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_A12G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D8G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_B10G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_B12G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_B7G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_C11G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_G10G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_G7G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_G8G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_07_H8G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_B7G,NA,B3_019,,,,,,,,,,,,,
201602,142,pond,Offspring,142_09_G1G,NA,B3_019,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_C10G,NA,B3_019,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_F9G,NA,B3_019,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_H6G,NA,B3_019,,,,,,,,,,,,,
201602,D1,larval,Offspring,D1_D2_Plate5_H9G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL020,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL024,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL029,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2.PL088,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B1G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B2G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_B4G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_C10G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D12G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_D1G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_F12G,NA,B3_019,,,,,,,,,,,,,
201602,D2,larval,Offspring,D2_Plate2_G1G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL031,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL052,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL064,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL069,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL074,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3.PL077,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_A5G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_D1G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_G2G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_G3G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_H1G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_H3G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_D4_Plate6_H4G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_A12G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_A5G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_A7G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_A9G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_B11G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_B9G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_C12G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_D9G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_E11G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F6G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_F9G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G4G,NA,B3_019,,,,,,,,,,,,,
201602,D3,larval,Offspring,D3_Plate3_G6G,NA,B3_019,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A11G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A1G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_A5G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_C3G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_H5G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_03_H9G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_A11G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_C6G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D1G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_D7G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_E2G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_05_H5G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A12G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_A4G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C3G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C7G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_C8G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E7G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_E9G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_F8G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_11_H3G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_A10G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_A7G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B10G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_B5G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_C8G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_E4G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_H1G,NA,B3_020,,,,,,,,,,,,,
201602,141,pond,Offspring,141_13_H4G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_006,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_012,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_017,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_038,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_055,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_A10G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_A1G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B11G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_B1G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_D1G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_E9G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_F11G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_G1G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H4G,NA,B3_020,,,,,,,,,,,,,
201602,142,pond,Offspring,142_06_H8G,NA,B3_020,,,,,,,,,,,,,
