Cohort,AnimalID,Class,GAV,Code,Type,FamilyID,IntFamID
201604,243_01_G5G,Offspring,5.8,243,pond,B1_026,16
201604,243_01_A6G,Offspring,6.02,243,pond,B1_026,16
201602,141_001_C2_G,Offspring,3.09,141,pond,B3_016,17
201602,142_001_B6_G,Offspring,NA,142,pond,B3_016,17
201602,142_001_F10_G,Offspring,NA,142,pond,B3_016,17
201602,142_001_H2_G,Offspring,NA,142,pond,B3_016,17
201602,141_001_A9_G,Offspring,ND,141,pond,B3_016,17
201602,141_001_B1_G,Offspring,ND,141,pond,B3_016,17
201602,141_001_B5_G,Offspring,ND,141,pond,B3_016,17
201602,141_001_C9_G,Offspring,ND,141,pond,B3_016,17
201602,141_001_F7_G,Offspring,ND,141,pond,B3_016,17
201602,141_001_B12_G,Offspring,3.15,141,pond,B3_007,18
201602,142_001_C4_G,Offspring,NA,142,pond,B3_007,18
201602,142_001_H4_G,Offspring,NA,142,pond,B3_007,18
201602,141_001_H11_G,Offspring,ND,141,pond,B3_007,18
201602,141_001_H8_G,Offspring,ND,141,pond,B3_007,18
201602,142_001_C5_G,Offspring,NA,142,pond,B3_019,19
201602,142_001_H6_G,Offspring,NA,142,pond,B3_019,19
201602,141_001_D10_G,Offspring,ND,141,pond,B3_019,19
201604,244_01_C10G,Offspring,3.34,244,pond,B1_015,20
201604,244_01_H9G,Offspring,5.12,244,pond,B1_015,20
201604,244_01_B10G,Offspring,ND,244,pond,B1_015,20
201604,244_01_G9G,Offspring,ND,244,pond,B1_015,20
G1T1701,149_001_A7_G,Offspring,0,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_B11_G,Offspring,0,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_C4_G,Offspring,0,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_C7_G,Offspring,0,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_C9_G,Offspring,0,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_F6_G,Offspring,0,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_G1_G,Offspring,0,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_A8_G,Offspring,0,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_E3_G,Offspring,0,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_G11_G,Offspring,0,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_A12_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_A2_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_B6_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_C9_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_E11_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_G8_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_H4_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_H6_G,Offspring,0,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_B7_G,Offspring,0.64,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_H8_G,Offspring,0.84,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_G6_G,Offspring,0.87,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_G9_G,Offspring,0.95,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,155_001_H10_G,Offspring,0.96,155,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_F7_G,Offspring,0.97,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_D8_G,Offspring,1.07,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_B8_G,Offspring,1.12,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_G2_G,Offspring,1.14,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_B10_G,Offspring,1.17,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_A7_G,Offspring,1.29,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_A1_G,Offspring,1.32,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_D2_G,Offspring,1.33,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_D7_G,Offspring,1.4,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_D6_G,Offspring,1.44,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_C3_G,Offspring,1.57,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_D10_G,Offspring,1.57,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_C3_G,Offspring,1.65,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_C6_G,Offspring,1.79,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,149_001_B6_G,Offspring,2.52,149,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,156_001_D4_G,Offspring,3.25,156,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,150_001_H6_G,Offspring,4.17,150,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,155_001_B10_G,Offspring,ND,155,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,155_001_D9_G,Offspring,ND,155,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,155_001_E4_G,Offspring,ND,155,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
G1T1701,155_001_F9_G,Offspring,ND,155,pond,G1T1701_BR_131_M__G1T1701_BR_262_MP,21
201604,244_01_E7G,Offspring,3.71,244,pond,B1_004,22
201604,244_01_G7G,Offspring,3.72,244,pond,B1_004,22
201604,244_01_B9G,Offspring,3.93,244,pond,B1_004,22
201604,243_01_D5G,Offspring,ND,243,pond,B1_004,22
201604,243_01_D7G,Offspring,ND,243,pond,B1_004,22
201604,244_01_E10G,Offspring,ND,244,pond,B1_004,22
201604,135_001_B9_G,Offspring,3.26,135,pond,B2_020,23
201604,136_001_H11_G,Offspring,3.66,136,pond,B2_020,23
201604,136_001_H5_G,Offspring,4.3,136,pond,B2_020,23
201604,136_001_A3_G,Offspring,ND,136,pond,B2_020,23
201604,136_001_B12_G,Offspring,ND,136,pond,B2_020,23
201602,141_001_E10_G,Offspring,ND,141,pond,B3_004,24
201604,135_001_F5_G,Offspring,ND,135,pond,B2_018,25
201602,142_001_B1_G,Offspring,NA,142,pond,B3_005,26
201602,142_001_B7_G,Offspring,NA,142,pond,B3_005,26
201602,142_001_C1_G,Offspring,NA,142,pond,B3_005,26
201602,142_001_C2_G,Offspring,NA,142,pond,B3_005,26
201602,142_001_E1_G,Offspring,NA,142,pond,B3_005,26
201602,142_001_F6_G,Offspring,NA,142,pond,B3_005,26
201602,142_001_G6_G,Offspring,NA,142,pond,B3_005,26
201602,142_001_H7_G,Offspring,NA,142,pond,B3_005,26
201602,142_011_F11_G,Offspring,NA,142,pond,B3_005,26
201602,141_001_C7_G,Offspring,ND,141,pond,B3_005,26
201602,141_001_D12_G,Offspring,ND,141,pond,B3_005,26
201602,141_001_E5_G,Offspring,ND,141,pond,B3_005,26
201602,141_001_H6_G,Offspring,3.14,141,pond,B3_001,27
201602,141_001_A12_G,Offspring,3.15,141,pond,B3_001,27
201602,141_001_G6_G,Offspring,3.17,141,pond,B3_001,27
201602,142_001_A1_G,Offspring,NA,142,pond,B3_001,27
201602,142_001_A2_G,Offspring,NA,142,pond,B3_001,27
201602,142_001_A4_G,Offspring,NA,142,pond,B3_001,27
201602,142_001_A7_G,Offspring,NA,142,pond,B3_001,27
201602,142_001_G4_G,Offspring,NA,142,pond,B3_001,27
201602,141_001_A6_G,Offspring,ND,141,pond,B3_001,27
201602,141_001_B10_G,Offspring,ND,141,pond,B3_001,27
201602,141_001_C10_G,Offspring,ND,141,pond,B3_001,27
201602,141_001_D3_G,Offspring,ND,141,pond,B3_001,27
201602,141_001_G3_G,Offspring,3.16,141,pond,B3_009,28
201602,142_001_B2_G,Offspring,NA,142,pond,B3_009,28
201602,142_001_B5_G,Offspring,NA,142,pond,B3_009,28
201602,142_001_C12_G,Offspring,NA,142,pond,B3_009,28
201602,142_001_H1_G,Offspring,NA,142,pond,B3_009,28
201602,141_001_A5_G,Offspring,ND,141,pond,B3_009,28
201602,141_001_B4_G,Offspring,ND,141,pond,B3_009,28
201602,141_001_E12_G,Offspring,ND,141,pond,B3_009,28
201604,244_01_B8G,Offspring,3.67,244,pond,B1_006,29
201604,243_01_B10G,Offspring,4,243,pond,B1_036,30
201604,243_01_B12G,Offspring,6.09,243,pond,B1_036,30
201604,243_01_G9G,Offspring,7.21,243,pond,B1_036,30
201604,135_001_C2_G,Offspring,4.17,135,pond,B2_011,31
201604,135_001_D12_G,Offspring,4.35,135,pond,B2_011,31
201604,136_001_A7_G,Offspring,ND,136,pond,B2_011,31
201604,135_001_D9_G,Offspring,3.48,135,pond,B2_019,32
201604,136_001_G11_G,Offspring,6.3,136,pond,B2_019,32
201604,135_001_G6_G,Offspring,ND,135,pond,B2_019,32
201604,135_001_E11_G,Offspring,3.59,135,pond,B2_005,34
201604,136_001_E6_G,Offspring,4.06,136,pond,B2_005,34
201604,243_01_C6G,Offspring,3.92,243,pond,B1_021,35
201604,243_01_G11G,Offspring,4.21,243,pond,B1_021,35
201602,142_001_B3_G,Offspring,NA,142,pond,B3_015,36
201602,142_001_G9_G,Offspring,NA,142,pond,B3_015,36
201602,141_001_B2_G,Offspring,ND,141,pond,B3_015,36
201602,141_001_E3_G,Offspring,ND,141,pond,B3_015,36
201602,142_001_G1_G,Offspring,NA,142,pond,B3_003,37
201602,142_011_B11_G,Offspring,NA,142,pond,B3_003,37
G1T1701,149_001_A10_G,Offspring,0,149,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,149_001_A5_G,Offspring,0,149,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,149_001_E12_G,Offspring,0,149,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,149_001_F3_G,Offspring,0,149,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,149_001_H6_G,Offspring,0,149,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,150_001_E2_G,Offspring,0,150,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_B1_G,Offspring,0,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_C2_G,Offspring,0,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_F1_G,Offspring,0,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_F9_G,Offspring,0,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_H10_G,Offspring,0,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_H11_G,Offspring,0,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_C7_G,Offspring,0.64,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,155_001_B7_G,Offspring,0.72,155,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,156_001_A3_G,Offspring,0.73,156,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,155_001_E9_G,Offspring,1.13,155,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,150_001_C1_G,Offspring,1.2,150,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,155_001_F4_G,Offspring,1.31,155,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,149_001_A9_G,Offspring,1.39,149,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,150_001_B11_G,Offspring,1.63,150,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,150_001_B12_G,Offspring,2.12,150,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,149_001_A8_G,Offspring,2.26,149,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,155_001_B6_G,Offspring,ND,155,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
G1T1701,155_001_C10_G,Offspring,ND,155,pond,G1T1701_BR_182_MP__G1T1701_BR_023_P,38
201604,243_01_C9G,Offspring,3.77,243,pond,B1_019,39
201604,243_01_H5G,Offspring,4.21,243,pond,B1_019,39
201604,243_01_D9G,Offspring,4.7,243,pond,B1_019,39
201604,244_01_A12G,Offspring,4.77,244,pond,B1_019,39
201604,135_001_F4_G,Offspring,ND,135,pond,B2_004,40
201604,243_01_C5G,Offspring,3.2,243,pond,B1_008,41
201604,244_01_G11G,Offspring,3.31,244,pond,B1_008,41
201604,244_01_B11G,Offspring,3.32,244,pond,B1_008,41
201604,243_01_B9G,Offspring,3.5,243,pond,B1_008,41
201604,243_01_D3G,Offspring,3.84,243,pond,B1_008,41
201604,243_01_H7G,Offspring,4.8,243,pond,B1_008,41
201604,244_01_H7G,Offspring,7.9,244,pond,B1_008,41
201604,243_01_A9G,Offspring,ND,243,pond,B1_008,41
201604,244_01_A10G,Offspring,ND,244,pond,B1_008,41
201604,135_001_A6_G,Offspring,3.02,135,pond,B2_016,42
201604,136_001_A12_G,Offspring,3.45,136,pond,B2_016,42
201604,136_001_F12_G,Offspring,3.52,136,pond,B2_016,42
201604,135_001_C5_G,Offspring,ND,135,pond,B2_016,42
G1T1701,149_001_H11_G,Offspring,0,149,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,150_001_G10_G,Offspring,0,150,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,156_001_B4_G,Offspring,0,156,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,156_001_D3_G,Offspring,0,156,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,156_001_E4_G,Offspring,0,156,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,156_001_F5_G,Offspring,0,156,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,156_001_G11_G,Offspring,0,156,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,156_001_H3_G,Offspring,0,156,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,156_001_H7_G,Offspring,0,156,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,149_001_E2_G,Offspring,1.2,149,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,155_001_B11_G,Offspring,1.22,155,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,149_001_F11_G,Offspring,1.49,149,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,150_001_G3_G,Offspring,1.61,150,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,155_001_F11_G,Offspring,2.49,155,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,155_001_F5_G,Offspring,3.67,155,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,155_001_C12_G,Offspring,ND,155,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,155_001_D4_G,Offspring,ND,155,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,155_001_G3_G,Offspring,ND,155,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
G1T1701,155_001_G8_G,Offspring,ND,155,pond,G1T1701_BR_166_MP__G1T1701_BR_263_MP,43
201604,135_001_A7_G,Offspring,2.96,135,pond,B2_009,44
201604,135_001_E1_G,Offspring,3.46,135,pond,B2_009,44
201604,135_001_C12_G,Offspring,3.91,135,pond,B2_009,44
201604,136_001_B6_G,Offspring,7.28,136,pond,B2_009,44
201604,135_001_D4_G,Offspring,ND,135,pond,B2_009,44
201602,141_001_F8_G,Offspring,ND,141,pond,B3_029,45
201604,135_001_D10_G,Offspring,3.07,135,pond,B2_002,46
201604,135_001_G8_G,Offspring,3.27,135,pond,B2_002,46
201604,136_001_D8_G,Offspring,3.99,136,pond,B2_002,46
G1T1701,149_001_G4_G,Offspring,0,149,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,150_001_A3_G,Offspring,0,150,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,150_001_B10_G,Offspring,0,150,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,150_001_H3_G,Offspring,0,150,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,155_001_A9_G,Offspring,0.95,155,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,156_001_D9_G,Offspring,0.95,156,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,155_001_C5_G,Offspring,1.39,155,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,149_001_F2_G,Offspring,2.09,149,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,155_001_E1_G,Offspring,2.27,155,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,149_001_A6_G,Offspring,2.38,149,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,150_001_F7_G,Offspring,2.76,150,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,149_001_A11_G,Offspring,3.24,149,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,149_001_H10_G,Offspring,4.77,149,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,155_001_A12_G,Offspring,ND,155,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,155_001_E7_G,Offspring,ND,155,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
G1T1701,155_001_H9_G,Offspring,ND,155,pond,G1T1701_BR_048_P__G1T1701_BR_002_P,47
201604,243_01_F11G,Offspring,3.9,243,pond,B1_034,50
201604,244_01_C12G,Offspring,7.02,244,pond,B1_034,50
G1T1701,149_001_C6_G,Offspring,0,149,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,149_001_H8_G,Offspring,0,149,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,150_001_B8_G,Offspring,0,150,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_B9_G,Offspring,0,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_C8_G,Offspring,0,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_G4_G,Offspring,0,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_D10_G,Offspring,0.63,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_D12_G,Offspring,0.92,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,155_001_C7_G,Offspring,0.97,155,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_E3_G,Offspring,1.11,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_F6_G,Offspring,1.17,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,149_001_D10_G,Offspring,1.44,149,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,150_001_C9_G,Offspring,1.98,150,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,149_001_A12_G,Offspring,2.72,149,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,156_001_D7_G,Offspring,4.25,156,pond,G1T1701_BR_049_GP__G1T1701_BR_003_P,51
G1T1701,150_001_E4_G,Offspring,0,150,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,156_001_B12_G,Offspring,0,156,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,156_001_H5_G,Offspring,0,156,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,155_001_F1_G,Offspring,0.95,155,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,149_001_B10_G,Offspring,1.2,149,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,156_001_A11_G,Offspring,1.39,156,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,149_001_D5_G,Offspring,1.45,149,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,150_001_G8_G,Offspring,1.46,150,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,150_001_H7_G,Offspring,1.8,150,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,149_001_C10_G,Offspring,1.99,149,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,150_001_E7_G,Offspring,2.28,150,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,155_001_G6_G,Offspring,4.28,155,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,155_001_D5_G,Offspring,ND,155,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,155_001_E10_G,Offspring,ND,155,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
G1T1701,155_001_E2_G,Offspring,ND,155,pond,G1T1701_BR_360_MP__G1T1701_BR_318_MP,52
201604,243_01_E6G,Offspring,3.48,243,pond,B1_016,54
201604,243_01_D12G,Offspring,3.82,243,pond,B1_016,54
201604,243_01_D11G,Offspring,4.11,243,pond,B1_016,54
201604,243_01_H8G,Offspring,ND,243,pond,B1_016,54
201602,142_001_C3_G,Offspring,NA,142,pond,B3_017,55
201602,141_001_A11_G,Offspring,ND,141,pond,B3_017,55
G1T1701,155_001_C9_G,Offspring,1.32,155,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,150_001_A7_G,Offspring,1.44,150,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,150_001_E5_G,Offspring,1.7,150,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,150_001_F4_G,Offspring,1.7,150,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,149_001_C11_G,Offspring,1.93,149,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,149_001_G10_G,Offspring,2.02,149,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,155_001_C11_G,Offspring,2.48,155,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,150_001_E9_G,Offspring,3.08,150,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,150_001_A4_G,Offspring,4.02,150,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,150_001_G6_G,Offspring,4.15,150,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,149_001_G9_G,Offspring,4.18,149,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,150_001_F11_G,Offspring,4.73,150,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
G1T1701,155_001_D8_G,Offspring,ND,155,pond,G1T1701_BR_048_P__G1T1701_BR_001_P,56
201604,244_01_E12G,Offspring,ND,244,pond,B1_023,57
G1T1701,149_001_G11_G,Offspring,0,149,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,150_001_A12_G,Offspring,0,150,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,156_001_A6_G,Offspring,0,156,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,156_001_C6_G,Offspring,0,156,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,156_001_D8_G,Offspring,0,156,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,150_001_C8_G,Offspring,1.09,150,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,150_001_E8_G,Offspring,1.5,150,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,149_001_D11_G,Offspring,1.95,149,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,150_001_B5_G,Offspring,3.04,150,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,150_001_G7_G,Offspring,3.47,150,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,150_001_D3_G,Offspring,3.62,150,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
G1T1701,155_001_C1_G,Offspring,ND,155,pond,G1T1701_BR_067_GP__G1T1701_BR_037_P,58
201604,244_01_B7G,Offspring,3.98,244,pond,B1_037,59
201604,243_01_B8G,Offspring,ND,243,pond,B1_037,59
201602,141_001_H5_G,Offspring,3.14,141,pond,B3_014,61
201602,141_001_A7_G,Offspring,ND,141,pond,B3_014,61
201602,141_001_F1_G,Offspring,ND,141,pond,B3_014,61
G1T1701,149_001_B1_G,Offspring,0,149,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,149_001_D3_G,Offspring,0,149,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,150_001_F9_G,Offspring,0,150,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,156_001_B2_G,Offspring,0,156,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,149_001_B5_G,Offspring,1.14,149,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,156_001_F2_G,Offspring,1.56,156,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,155_001_D7_G,Offspring,1.59,155,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,149_001_H7_G,Offspring,2.28,149,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,150_001_H10_G,Offspring,2.35,150,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,150_001_F2_G,Offspring,5.24,150,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
G1T1701,155_001_F12_G,Offspring,ND,155,pond,G1T1701_BR_112_MP__G1T1701_BR_002_P,62
201604,243_01_C12G,Offspring,4.56,243,pond,B1_003,63
201604,244_01_D7G,Offspring,5.66,244,pond,B1_003,63
G1T1701,149_001_A1_G,Offspring,0,149,pond,G1T1701_BR_139_MP__G1T1701_BR_042_P,64
