Cohort,OffspringID,Offspringlggav,Code,Type,FatherID,Fatherlggav,MotherID,Motherlggav,FamilyID,gavscreenlist,FamilyID,Offspring count,Pond count,Larval count
201604,RA5_229,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_230,NA,A5,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA5_231,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_234,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_235,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_236,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_237,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_238,NA,A5,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA5_239,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_240,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_241,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_242,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_243,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_244,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_245,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_246,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_247,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_248,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_249,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_250,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_251,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_253,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_254,NA,A5,larval,201604BR323,5.47,201604BR429,0,B2_013,n,,,,
201604,RA5_256,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_257,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_258,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_259,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_261,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_263,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_264,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_265,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_267,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_268,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_269,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_270,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_271,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_272,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_274,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_275,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_276,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_277,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_279,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_280,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_282,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_283,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_285,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_286,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_287,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_288,NA,A5,larval,201604BR231,3.15,201604BR074,4.09,B2_009,n,,,,
201604,RA5_290,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_291,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_292,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_293,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_295,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_296,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_299,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_300,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_301,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_302,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_304,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_305,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_306,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_307,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_308,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_309,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_310,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_311,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_312,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_313,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_314,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_315,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_317,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_318,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_320,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_322,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_323,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_324,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_326,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_327,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_329,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_331,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_332,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_334,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_336,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_337,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_341,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_342,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_343,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_345,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_346,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_347,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_348,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_349,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_350,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_351,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_354,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_355,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_356,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_357,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_358,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_360,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_361,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_363,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_364,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_365,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_366,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_367,NA,A5,larval,201604BR365,3.55,201604BR537,2.04,B2_017,n,,,,
201604,RA5_369,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_371,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_372,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_373,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_374,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_375,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_376,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_377,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_378,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_379,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_381,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_382,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_383,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_384,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_387,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_389,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_392,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_394,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_395,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_396,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_397,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_399,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_401,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_402,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_403,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_404,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_406,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_407,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_409,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_411,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_412,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_413,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_414,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_415,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_416,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_417,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_418,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_419,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_420,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_421,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_424,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_425,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_426,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_428,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_429,NA,A5,larval,201604BR231,3.15,201604BR074,4.09,B2_009,n,,,,
201604,RA5_431,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_432,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_433,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_435,NA,A5,larval,201604BR359,4.35,201604BR071,3.5,B2_016,n,,,,
201604,RA5_436,NA,A5,larval,201604BR223,NA,201604BR102,0,B2_007,n,,,,
201604,RA5_437,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_438,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_439,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_440,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_441,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_442,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_443,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_445,NA,A5,larval,201604BR170,3.94,201604BR021,3.01,B2_004,n,,,,
201604,RA5_446,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_447,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_448,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_451,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_452,NA,A5,larval,201604BR189,3.85,201604BR085,3.97,B2_005,n,,,,
201604,RA5_453,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RA5_454,NA,A5,larval,201604BR231,3.15,201604BR094,3.71,B2_010,n,,,,
201604,RA5_455,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_456,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_457,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_458,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_459,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_460,NA,A5,larval,201604BR247,3.16,201604BR474,NA,B2_019,n,,,,
201604,RA5_461,NA,A5,larval,201604BR376,3.34,201604BR457,2.28,B2_018,n,,,,
201604,RA5_462,NA,A5,larval,201604BR261,NA,201604BR119,4,B2_021,n,,,,
201604,RA5_463,NA,A5,larval,201604BR277,3.38,201604BR003,3.03,B2_011,n,,,,
201604,RA5_464,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_465,NA,A5,larval,201604BR261,NA,201604BR103,3.41,B2_020,n,,,,
201604,RA5_466,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_468,NA,A5,larval,201604BR326,4.07,201604BR520,4.15,B2_014,n,,,,
201604,RA5_469,NA,A5,larval,201604BR336,5.39,201604BR099,3.51,B2_015,n,,,,
201604,RA5_470,NA,A5,larval,201604BR223,NA,201604BR119,4,B2_008,n,,,,
201604,RC8_005,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_011,NA,C8,larval,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RC8_014,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_015,NA,C8,larval,201604BR239,0,201604BR103,3.41,B1_021,n,,,,
201604,RC8_017,NA,C8,larval,201604BR158,4.56,201604BR021,3.01,B1_006,n,,,,
201604,RC8_018,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_019,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_022,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_024,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_026,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_027,NA,C8,larval,201604BR158,4.56,201604BR060,0,B1_012,n,,,,
201604,RC8_028,NA,C8,larval,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,RC8_031,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_034,NA,C8,larval,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,RC8_035,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_039,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_040,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_042,NA,C8,larval,201604BR146,5.77,201604BR116,0,B1_023,n,,,,
201604,RC8_043,NA,C8,larval,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,RC8_044,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_045,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_046,NA,C8,larval,201604BR146,5.77,201604BR116,0,B1_023,n,,,,
201604,RC8_049,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_050,NA,C8,larval,201604BR158,4.56,201604BR021,3.01,B1_006,n,,,,
201604,RC8_051,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_052,NA,C8,larval,201604BR160,3.52,201604BR014,3.49,B1_003,n,,,,
201604,RC8_056,NA,C8,larval,201604BR385,4.41,201604BR515,1.58,B1_037,n,,,,
201604,RC8_057,NA,C8,larval,201604BR160,3.52,201604BR054,3.26,B1_010,n,,,,
201604,RC8_058,NA,C8,larval,201604BR347,5.14,201604BR479,3.47,B1_036,n,,,,
201604,RC8_060,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_061,NA,C8,larval,201604BR347,5.14,201604BR479,3.47,B1_036,n,,,,
201604,RC8_062,NA,C8,larval,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RC8_063,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_069,NA,C8,larval,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RC8_070,NA,C8,larval,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RC8_071,NA,C8,larval,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,RC8_073,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_074,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_076,NA,C8,larval,201604BR239,0,201604BR103,3.41,B1_021,n,,,,
201604,RC8_077,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_078,NA,C8,larval,201604BR160,3.52,201604BR054,3.26,B1_010,n,,,,
201604,RC8_080,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_081,NA,C8,larval,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,RC8_084,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_087,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_088,NA,C8,larval,201604BR146,5.77,201604BR116,0,B1_023,n,,,,
201604,RC8_089,NA,C8,larval,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RC8_090,NA,C8,larval,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RC8_093,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_099,NA,C8,larval,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,RC8_100,NA,C8,larval,201604BR282,4.73,201604BR399,3.9,B1_025,n,,,,
201604,RC8_102,NA,C8,larval,201604BR385,4.41,201604BR515,1.58,B1_037,n,,,,
201604,RC8_103,NA,C8,larval,201604BR282,4.73,201604BR458,1.31,B1_034,n,,,,
201604,RC8_104,NA,C8,larval,201604BR158,4.56,201604BR060,0,B1_012,n,,,,
201604,RC8_105,NA,C8,larval,201604BR282,4.73,201604BR399,3.9,B1_025,n,,,,
201604,RC8_106,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_108,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_109,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_110,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_112,NA,C8,larval,201604BR204,4.05,201604BR414,4.18,B1_027,n,,,,
201604,RC8_114,NA,C8,larval,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,RC8_118,NA,C8,larval,201604BR146,5.77,201604BR116,0,B1_023,n,,,,
201604,RC8_119,NA,C8,larval,201604BR158,4.56,201604BR060,0,B1_012,n,,,,
201604,RC8_120,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_121,NA,C8,larval,201604BR199,3.82,201604BR047,3.95,B1_008,n,,,,
201604,RC8_122,NA,C8,larval,201604BR204,4.05,201604BR414,4.18,B1_027,n,,,,
201604,RC8_123,NA,C8,larval,201604BR160,3.52,201604BR054,3.26,B1_010,n,,,,
201604,RC8_125,NA,C8,larval,201604BR385,4.41,201604BR515,1.58,B1_037,n,,,,
201604,RC8_126,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_130,NA,C8,larval,201604BR239,0,201604BR103,3.41,B1_021,n,,,,
201604,RC8_131,NA,C8,larval,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
201604,RC8_133,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_135,NA,C8,larval,201604BR160,3.52,201604BR054,3.26,B1_010,n,,,,
201604,RC8_136,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_137,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_142,NA,C8,larval,201604BR158,4.56,201604BR060,0,B1_012,n,,,,
201604,RC8_143,NA,C8,larval,201604BR347,5.14,201604BR479,3.47,B1_036,n,,,,
201604,RC8_145,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_149,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_153,NA,C8,larval,201604BR282,4.73,201604BR458,1.31,B1_034,n,,,,
201604,RC8_154,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_158,NA,C8,larval,201604BR195,3.69,201604BR072,3.42,B1_015,n,,,,
201604,RC8_159,NA,C8,larval,201604BR158,4.56,201604BR060,0,B1_012,n,,,,
201604,RC8_162,NA,C8,larval,201604BR282,4.73,201604BR399,3.9,B1_025,n,,,,
201604,RC8_164,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_167,NA,C8,larval,201604BR385,4.41,201604BR515,1.58,B1_037,n,,,,
201604,RC8_174,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_177,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_178,NA,C8,larval,201604BR160,3.52,201604BR014,3.49,B1_003,n,,,,
201604,RC8_180,NA,C8,larval,201604BR282,4.73,201604BR458,1.31,B1_034,n,,,,
201604,RC8_182,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_187,NA,C8,larval,201604BR145,3.08,201604BR084,3.05,B1_019,n,,,,
201604,RC8_192,NA,C8,larval,201604BR160,3.52,201604BR014,3.49,B1_003,n,,,,
201604,RC8_193,NA,C8,larval,201604BR347,5.14,201604BR456,0,B1_033,n,,,,
201604,RC8_194,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_196,NA,C8,larval,201604BR158,4.56,201604BR060,0,B1_012,n,,,,
201604,RC8_198,NA,C8,larval,201604BR192,3.18,201604BR059,3.51,B1_011,n,,,,
201604,RC8_203,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_204,NA,C8,larval,201604BR289,5.5,201604BR412,3.75,B1_026,n,,,,
201604,RC8_206,NA,C8,larval,201604BR199,3.82,201604BR020,3.51,B1_004,n,,,,
