PrawnID,GAV,Class,Family ID,,,Family,,Offspring count
G1T1701_156_003_C4_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_003_C5_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_C8_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_C9_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_D10_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_003_D11_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_003_D12_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_D3_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_003_D4_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_D6_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_003_D7_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_D8_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_D9_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_E1_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_003_E10_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_003_E2_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_E3_G,NA,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_156_003_E4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_003_E5_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_003_E6_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_156_003_E7_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_003_E8_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_003_F1_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_F10_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_F11_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_F3_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_F5_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_003_F6_G,NA,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_156_003_F8_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_003_G10_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_003_G2_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_003_G3_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_G5_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_G6_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_003_G8_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_G9_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_H1_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_H10_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_003_H2_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_003_H4_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_H5_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_003_H7_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_003_H8_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_004_A1_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_156_004_A10_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_004_A11_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_004_A12_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_A2_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_A3_G,NA,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_156_004_A6_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_004_A8_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_A9_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_004_B1_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_B10_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_004_B2_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_004_B4_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_156_004_B6_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_156_004_B7_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_004_B8_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_156_004_B9_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_004_C1_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_004_C10_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,
G1T1701_156_004_C11_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_004_C12_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_004_C2_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_C3_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_C4_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_004_C5_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_004_C6_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_C7_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_004_C8_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_156_004_D1_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_004_D10_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_004_D11_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_004_D12_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_004_D4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_D5_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_D6_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_D8_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_004_E1_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_004_E10_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_004_E11_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_004_E2_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_E3_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_156_004_E5_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_004_E6_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_156_004_E7_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_004_E8_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_004_E9_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_F1_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_F10_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_004_F12_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_F2_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_F4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_F5_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_004_F6_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_156_004_F7_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_F8_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_004_F9_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_G1_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_004_G10_G,NA,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_156_004_G2_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_004_G3_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_004_G4_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_G5_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_G6_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_G7_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_156_004_G9_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_H1_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_004_H10_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_004_H11_G,NA,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_156_004_H2_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_004_H4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_H5_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_004_H6_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_004_H8_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_004_H9_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_005_A1_G,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_156_005_A10_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_A11_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_A12_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_005_A2_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_A3_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_005_A5_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_005_A6_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_005_A8_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_005_B10_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_005_B11_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_156_005_B12_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_005_B3_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_156_005_B5_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_005_B7_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_B8_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_005_B9_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_005_C1_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_156_005_C10_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_C11_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_C12_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_005_C3_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_005_C4_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_005_C5_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_156_005_C6_G,NA,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_156_005_C7_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_005_C9_G,NA,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_156_005_D10_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_005_D12_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_005_D3_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_156_005_D4_G,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_D6_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_005_D7_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_D8_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_005_D9_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_005_E11_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_156_005_E12_G,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_156_005_E2_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_005_E3_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_005_E5_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_005_E6_G,NA,Offspring,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,
G1T1701_156_005_E7_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_005_E8_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_005_F10_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_F11_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_F2_G,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_005_F3_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_F4_G,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_005_F5_G,NA,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_156_005_F6_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_005_F8_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_F9_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_005_G1_G,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_156_005_G10_G,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_005_G2_G,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_156_005_G3_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_005_G4_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_005_G5_G,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_156_005_G6_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_005_G8_G,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_005_G9_G,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_156_005_H1_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,
G1T1701_156_005_H10_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_005_H11_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_H3_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_005_H6_G,NA,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_156_005_H7_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_005_H9_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_A2_MP,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_156_006_A3_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_A4_MP,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_006_A5_MP,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_A6_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_A7_MP,NA,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_A9_MP,NA,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_156_006_B1_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_B2_MP,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_006_B4_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_B5_MP,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_006_B6_MP,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_006_B7_MP,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_006_B8_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_B9_MP,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_156_006_C1_MP,NA,Offspring,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,
G1T1701_156_006_C2_MP,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_006_C3_MP,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_006_C4_MP,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_156_006_C5_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_C6_MP,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,
G1T1701_156_006_C7_MP,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_006_C8_MP,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_006_C9_MP,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_006_D2_MP,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_006_D3_MP,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_006_D4_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_D5_MP,NA,Offspring,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,
G1T1701_156_006_D6_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_D8_MP,NA,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_156_006_D9_MP,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_006_E1_MP,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_156_006_E2_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_E4_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_E5_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_E6_MP,NA,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_156_006_E7_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_E8_MP,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_006_F2_MP,NA,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_156_006_F5_MP,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_006_F7_MP,NA,Offspring,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,
G1T1701_156_006_F8_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_G1_MP,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,
G1T1701_156_006_G10_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_G11_MP,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_006_G3_MP,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_156_006_G4_MP,NA,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_156_006_G5_MP,NA,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_156_006_G6_MP,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_006_G8_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_G9_MP,NA,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_156_006_H1_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_H10_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_H2_MP,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_006_H3_MP,NA,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_156_006_H4_MP,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_156_006_H5_MP,NA,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_156_006_H6_MP,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_156_006_H7_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_H8_MP,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_006_H9_MP,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_156_007_A1_G,NA,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_156_007_A10_G,NA,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_156_007_A11_G,NA,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_156_007_A2_G,NA,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_156_007_A3_G,NA,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_156_007_A4_G,NA,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_156_007_A6_G,NA,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
