PrawnID,GAV,Class,Family ID,,,Family,,Offspring count
G1T1701_149_003_G8_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_149_003_G9_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_003_H5_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_003_H8_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_004_A1_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_004_A11_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_149_004_A12_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_004_A2_G,0.00,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_149_004_A3_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_004_A4_G,0.00,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_149_004_A7_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_149_004_A8_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_004_A9_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_004_B10_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_149_004_B11_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_004_B12_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_004_B2_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_004_B5_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_004_B6_G,0.00,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_149_004_B8_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_004_B9_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_004_C11_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_004_C3_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_149_004_C7_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_004_C8_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_004_C9_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_004_D1_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_004_D10_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_004_D11_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_004_D12_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_004_D4_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_004_D5_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_004_D6_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_004_D7_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_149_004_D8_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_004_D9_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_004_E10_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_149_004_E11_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_004_E2_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_004_E3_G,0.00,Offspring,G1T1701_BR_060_P__G1T1701_BR_022_P,,,,,
G1T1701_149_004_E6_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_004_E8_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_004_E9_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_149_004_F10_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_004_F11_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_004_F12_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_004_F3_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_004_F4_G,0.00,Offspring,G1T1701_BR_401_MP__G1T1701_BR_450_MP,,,,,
G1T1701_149_004_F6_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,
G1T1701_149_004_F8_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_004_F9_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_149_004_G1_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_149_004_G10_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_001_P,,,,,
G1T1701_149_004_G11_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_004_G2_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_004_G6_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_004_G8_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_004_H1_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_149_004_H10_G,0.00,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_149_004_H11_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_149_004_H5_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_004_H6_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,
G1T1701_149_004_H8_G,0.00,Offspring,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,
G1T1701_149_004_H9_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_A1_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_005_A11_G,0.00,Offspring,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,
G1T1701_149_005_A2_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,
G1T1701_149_005_A5_G,0.00,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_005_B10_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_005_B11_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_B3_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_149_005_B4_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_149_005_B6_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_005_C8_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_005_C9_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_D10_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_149_005_D12_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_005_D7_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_005_E11_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_149_005_E12_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_149_005_E6_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_149_005_E7_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,
G1T1701_149_005_F10_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_F11_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_F3_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_149_005_F4_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_F5_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_149_005_F6_G,0.00,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_149_005_F7_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,
G1T1701_149_005_F8_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_149_005_F9_G,0.00,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_149_005_G2_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_149_005_G4_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_149_005_G6_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_149_005_H3_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_001_A1_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_001_A11_G,0.00,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_150_001_A12_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_001_A3_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_150_001_A8_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_001_B10_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_150_001_B7_G,0.00,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_150_001_B8_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_001_D7_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_150_001_E2_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_001_E3_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_001_E4_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_001_F12_G,0.00,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_150_001_F8_G,0.00,Offspring,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,
G1T1701_150_001_F9_G,0.00,Offspring,G1T1701_BR_050_GP__G1T1701_BR_002_P,,,,,
G1T1701_150_001_G10_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_001_G11_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_001_H1_G,0.00,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_150_001_H11_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_031_P,,,,,
G1T1701_150_001_H3_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_150_001_H8_G,0.00,Offspring,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,
G1T1701_150_002_A1_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_A5_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_002_A9_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_B12_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_C1_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_002_C10_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_C12_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_C4_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_150_002_D12_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_150_002_D4_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_002_D8_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_E11_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_002_E4_G,0.00,Offspring,G1T1701_BR_057_GP__G1T1701_BR_014_P,,,,,
G1T1701_150_002_E8_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_002_F1_G,0.00,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_150_002_F7_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_002_F8_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_002_G2_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_002_G4_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_150_002_G9_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_150_002_H1_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_002_H4_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_002_H7_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_002_H9_G,0.00,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_150_003_A1_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_150_003_A12_G,0.00,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_150_003_A3_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_150_003_A4_G,0.00,Offspring,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,
G1T1701_150_003_A5_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_003_A7_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_B1_G,0.00,Offspring,G1T1701_BR_060_P__G1T1701_BR_022_P,,,,,
G1T1701_150_003_B11_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_003_B2_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_150_003_B4_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_003_B6_G,0.00,Offspring,G1T1701_BR_211_MP__G1T1701_BR_189_MP,,,,,
G1T1701_150_003_B7_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_003_B9_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_C1_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_150_003_C12_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_C3_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_003_C7_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_150_003_C9_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_003_D1_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_003_D10_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_003_D11_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_D12_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_D3_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_D4_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_003_D5_G,0.00,Offspring,G1T1701_BR_064_P__G1T1701_BR_033_P,,,,,
G1T1701_150_003_D9_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_003_E10_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_E11_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_003_E2_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_003_E3_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_003_E5_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_E6_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_150_003_E9_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_F11_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_003_F5_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_003_F6_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_F7_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_F8_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_150_003_G10_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_003_G3_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_003_G4_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_150_003_G5_G,0.00,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_150_003_G8_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_G9_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_H1_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_H10_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_003_H2_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_003_H3_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_003_H5_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_003_H6_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_003_H8_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_005_P,,,,,
G1T1701_150_003_H9_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_A1_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_004_A12_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_004_A2_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_004_A3_G,0.00,Offspring,G1T1701_BR_401_MP__G1T1701_BR_025_P,,,,,
G1T1701_150_004_A5_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_004_A7_G,0.00,Offspring,G1T1701_BR_057_GP__G1T1701_BR_012_P,,,,,
G1T1701_150_004_A8_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_150_004_B1_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,
G1T1701_150_004_B4_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_B5_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_B7_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_150_004_B9_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_004_C1_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_004_C4_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_004_C6_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_150_004_C7_G,0.00,Offspring,G1T1701_BR_060_P__G1T1701_BR_022_P,,,,,
G1T1701_150_004_C9_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,
G1T1701_150_004_D12_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_D2_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_004_D7_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_D8_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_D9_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_150_004_E11_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_004_E2_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_150_004_E5_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_004_E8_G,0.00,Offspring,G1T1701_BR_134_MP__G1T1701_BR_444_MP,,,,,
G1T1701_150_004_E9_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_F12_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_001_P,,,,,
G1T1701_150_004_F5_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_004_F7_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_G11_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_004_G2_G,0.00,Offspring,G1T1701_BR_461_P__G1T1701_BR_041_P,,,,,
G1T1701_150_004_G3_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_150_004_G4_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_004_G8_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_004_G9_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_004_H1_G,0.00,Offspring,G1T1701_BR_049_GP__G1T1701_BR_003_P,,,,,
G1T1701_150_004_H2_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_005_A11_G,0.00,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,,,,,
G1T1701_150_005_A7_G,0.00,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,
G1T1701_150_005_B10_G,0.00,Offspring,G1T1701_BR_054_P__G1T1701_BR_017_P,,,,,
G1T1701_150_005_B5_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_005_B6_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_024_P,,,,,
G1T1701_150_005_B7_G,0.00,Offspring,G1T1701_BR_055_P__G1T1701_BR_444_MP,,,,,
G1T1701_150_005_B8_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_150_005_C12_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_005_C3_G,0.00,Offspring,G1T1701_BR_062_P__G1T1701_BR_023_P,,,,,
G1T1701_150_005_C6_G,0.00,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,
G1T1701_150_005_D1_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_150_005_D10_G,0.00,Offspring,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,
G1T1701_150_005_D12_G,0.00,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,
G1T1701_150_005_D2_G,0.00,Offspring,G1T1701_BR_048_P__G1T1701_BR_002_P,,,,,
G1T1701_150_005_D4_G,0.00,Offspring,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,
G1T1701_150_005_D6_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_005_E1_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
G1T1701_150_005_E11_G,0.00,Offspring,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,
G1T1701_150_005_E2_G,0.00,Offspring,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,
