Cohort,Pond,Class,Prawn ID,log10GAV,FamilyID,,IntFamID,FamilyID,FamIntID,FatherGAVld,MotherGAVld,Mean Parent Load,Offspringcount,Offspring GAV+ve,Gav+ve(%),Offspring GAV -ve,GAV -ve (%),Offspringmeanld,Maxld,Minld
G1T1701,155,Offspring,G1T1701_155_001_B9_G,nd,G1T1701_BR_139_MP__G1T1701_BR_042_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A2_G,nd,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_H1_G,nd,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F1_G,nd,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B7_G,nd,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F12_G,0.85,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A10_G,1.22,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A8_G,1.26,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A5_G,1.79,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E9_G,2.31,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G6_G,2.39,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B4_G,3.25,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C4_G,nd,G1T1701_BR_159_MP__G1T1701_BR_444_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_D4_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H7_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_C9_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H10_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A2_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_F5_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G4_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G9_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A7_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B4_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D3_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_E4_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F5_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G11_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H3_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H7_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H11_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_C2_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C12_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D6_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G5_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F5_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_G10_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_E2_G,1.2,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B11_G,1.22,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F11_G,1.49,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_G3_G,1.61,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A3_G,1.77,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G8_G,1.83,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G9_G,1.93,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H6_G,2.09,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_D9_G,2.1,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F11_G,2.49,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_G1_G,2.55,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H10_G,2.62,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_C7_G,2.77,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F12_G,2.91,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H5_G,3.36,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F12_G,3.54,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F5_G,3.67,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_D5_G,3.92,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A4_G,5.87,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C12_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D4_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_G3_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_G8_G,nd,G1T1701_BR_166_MP__G1T1701_BR_263_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C6_G,1.55,G1T1701_BR_170_MP__G1T1701_BR_041_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A10_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A5_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_E12_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H6_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B11_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A7_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B1_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B7_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D8_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E2_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F11_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A8_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B11_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B8_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_C7_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_C9_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D5_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F8_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B10_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B6_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_D10_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E2_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H1_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_B11_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_B4_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D1_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_F11_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_F5_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B5_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_C3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G8_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_H7_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B1_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_C2_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F1_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F9_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H10_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H11_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_C7_G,0.64,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B7_G,0.72,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A3_G,0.73,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E9_G,1.13,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C1_G,1.2,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F4_G,1.31,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B8_G,1.35,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B12_G,1.36,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A9_G,1.39,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_H1_G,1.45,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D3_G,1.56,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_B11_G,1.63,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A3_G,1.84,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A9_G,1.94,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C8_G,1.99,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_B12_G,2.12,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A8_G,2.26,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A6_G,2.49,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E7_G,3.05,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B3_G,3.51,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F3_G,4.96,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B6_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C10_G,nd,G1T1701_BR_182_MP__G1T1701_BR_023_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_B3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E11_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_A3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E6_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_G1_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_G9_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_C1_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A8_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B7_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G3_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B6_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A10_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H4_G,1.03,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_D9_G,1.57,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_H7_G,1.69,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G4_G,1.93,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A10_G,2,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G1_G,2.55,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D7_G,2.75,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A4_G,4.18,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_D4_G,4.38,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D12_G,5.11,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F4_G,5.75,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B4_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E8_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_G5_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_G7_G,nd,G1T1701_BR_182_MP__G1T1701_BR_024_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H10_G,nd,G1T1701_BR_211_MP__G1T1701_BR_372_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_B6_G,nd,G1T1701_BR_211_MP__G1T1701_BR_372_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F3_G,4.34,G1T1701_BR_211_MP__G1T1701_BR_372_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H4_G,6.27,G1T1701_BR_211_MP__G1T1701_BR_372_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F9_G,nd,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A11_G,nd,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_B7_G,nd,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_A12_G,nd,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_A4_G,nd,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_H9_G,1.29,G1T1701_BR_211_MP__G1T1701_BR_428_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F10_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F6_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_G3_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_C11_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D12_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D6_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E2_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_F12_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F8_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E4_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_G2_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_A5_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D4_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_D9_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_G10_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A1_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D4_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B12_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_H5_G,nd,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F1_G,0.95,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B10_G,1.2,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A11_G,1.39,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D5_G,1.45,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_G8_G,1.46,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A4_G,1.64,G1T1701_BR_360_MP__G1T1701_BR_318_MP,,,,,,,,,,,,,,,
